Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	BrainSegVolNotVentSurf	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-011_T1w	5982.9	54.8	15484.4	57159.5	8211.4	3651.4	4582.1	1911.4	956.2	1119.1	20817.6	3994.4	1866.2	1139.8	535.5	3833.0	21.8	530.9	5072.4	306.5	13800.1	56674.8	7278.1	3868.5	5063.4	1967.9	4490.3	1949.3	589.9	3787.1	7.1	546.1	0.0	1233.8	0.0	0.0	0.0	0.0	0.0	150.7	1087.6	602.5	693.7	581.4	892.5	1206662.0	1191733.0	1191132.37229	259083.46917	261188.297591	520271.766761	235087.622669	233290.982858	468378.605527	58686.0	694304.766761	1062238.37229	1050438.37229	1047800.0	1602528.0	0.788859	1.047657	17.0	15.0	32.0	1529630.34573
sub-012_T1w	16580.1	282.7	13948.0	53205.4	6836.7	3343.4	4554.1	2119.3	1060.1	1801.1	19302.3	3885.9	1377.2	985.4	433.6	3896.2	40.5	697.3	9678.0	334.9	13102.8	54365.7	6898.2	3503.5	4758.5	1965.2	4147.2	1762.6	421.3	3850.8	25.9	662.3	0.0	835.7	0.0	0.0	0.0	0.0	0.0	221.4	986.1	596.3	489.4	447.8	889.4	1079995.0	1048560.0	1048244.33713	227936.271313	225232.597963	453168.869275	201333.736993	202516.730864	403850.467857	55553.0	618174.869275	943458.337132	915756.337132	912778.0	1488798.0	0.742597	1.023686	22.0	21.0	43.0	1454349.67606
sub-013_T1w	8789.6	415.9	21011.2	70574.9	10266.1	4773.3	6706.9	2685.2	947.1	1420.5	29218.5	5549.7	2443.5	1078.5	677.9	5688.2	54.6	423.1	15831.2	167.3	18846.5	71085.4	9677.2	5007.3	6643.7	2528.1	4972.7	2293.8	707.5	5495.0	24.9	699.2	0.0	840.0	0.0	0.0	0.0	0.0	0.0	136.1	1189.6	814.8	672.5	836.3	1004.0	1616324.0	1587099.0	1586826.72301	334042.43341	332011.883225	666054.316635	330864.982297	330141.424076	661006.406373	77242.0	886841.316635	1435065.72301	1409205.72301	1404528.0	2098973.0	0.786548	1.021418	16.0	16.0	32.0	2054959.58291
sub-014_T1w	3908.4	88.9	18883.6	68963.7	9293.1	4455.3	5569.0	2182.7	759.7	1966.4	26834.4	4364.1	1759.5	1016.3	665.3	4775.9	26.0	236.0	4125.5	44.4	18568.3	73280.5	8643.3	4483.4	6120.5	2316.4	4599.2	2014.2	845.7	4546.8	5.9	196.0	0.0	879.4	0.0	0.0	0.0	0.0	0.0	9.6	1085.8	629.9	939.3	830.3	1083.6	1416744.0	1405271.0	1404540.7534	306028.541298	305231.612895	611260.154193	274060.133588	271089.465618	545149.599206	67889.0	822995.154193	1236585.7534	1228690.7534	1225037.0	1858355.0	0.834551	1.094687	28.0	16.0	44.0	1697612.38665
sub-015_T1w	10684.0	269.0	16060.5	62487.9	7293.7	3185.3	4721.8	1933.8	1053.6	4349.5	21524.6	4215.7	1593.2	808.8	546.3	4257.2	30.3	565.1	10438.6	226.8	15225.4	64770.3	7097.2	3312.2	4686.6	1799.9	4367.2	1609.4	678.7	4032.3	40.8	552.6	0.0	791.9	0.0	0.0	0.0	0.0	0.0	93.1	1173.7	620.0	505.7	529.2	1161.8	1234782.0	1206490.0	1206599.64529	255102.422778	256756.719466	511859.142245	237515.26314	241745.239903	479260.503043	56747.0	697650.142245	1073169.64529	1050954.64529	1047696.0	1679238.0	0.780094	1.060887	8.0	13.0	21.0	1582862.28241
sub-016_T1w	4517.9	295.5	16291.9	68288.3	8337.2	3951.9	5271.7	2245.0	1157.4	2716.9	23024.8	4485.0	2110.0	767.7	741.2	4973.4	28.1	417.1	4482.6	250.8	15564.5	69914.0	7504.7	4006.2	5251.6	2081.2	4288.7	2177.7	665.4	4826.9	18.9	389.5	0.0	794.6	0.0	0.0	0.0	0.0	0.0	120.8	1072.8	584.5	589.1	627.9	980.8	1314011.0	1299781.0	1299540.9259	261816.370444	262990.812304	524807.182747	269618.28895	270269.454206	539887.743156	64080.0	729207.182747	1143009.9259	1133280.9259	1128909.0	1704780.0	0.817241	1.060277	10.0	13.0	23.0	1607862.1406
sub-017_T1w	3400.3	181.4	15577.4	64553.8	7788.2	3450.9	4587.8	1768.1	727.2	1700.5	19411.8	4211.4	1578.0	761.1	417.2	3920.7	16.5	338.7	3309.3	245.7	14915.1	64464.7	7036.7	3403.6	5357.0	1827.1	4262.4	1529.6	569.8	3816.5	22.7	309.4	0.0	662.1	0.0	0.0	0.0	0.0	0.0	60.3	959.4	527.0	671.2	567.2	859.6	1071967.0	1061826.0	1061142.73909	236204.059076	230867.254551	467071.313627	191327.501504	186497.923958	377825.425462	56720.0	654167.313627	911905.739089	904824.739089	902248.0	1453080.0	0.842463	1.141981	19.0	20.0	39.0	1272420.99946
sub-018_T1w	6984.7	246.2	13958.2	63749.1	7933.5	3338.8	5598.9	2023.9	1224.3	1467.2	20573.8	4579.6	1901.2	946.1	423.7	4241.3	65.9	376.2	7600.4	215.4	14086.5	64199.3	7326.1	3525.2	5447.2	2052.0	4911.1	1711.4	510.4	4074.2	36.3	391.2	0.0	595.5	0.0	0.0	0.0	0.0	0.0	154.5	931.9	541.9	523.3	504.3	893.2	1208563.0	1189996.0	1189388.6891	258930.973042	255297.566421	514228.539463	229473.985138	228193.164503	457667.149641	60628.0	704494.539463	1051469.6891	1036360.6891	1033036.0	1600171.0	0.748796	0.991426	47.0	20.0	67.0	1614009.15557
sub-019_T1w	7315.7	394.7	17958.2	62544.3	7270.5	3670.3	5422.3	2009.2	1098.8	2563.8	22467.8	4191.3	1750.2	1027.2	414.7	4224.1	0.0	448.2	7644.2	99.6	15566.8	60227.6	6951.1	3797.0	5280.5	1821.3	4276.4	1826.7	515.0	4267.8	4.9	502.3	0.0	781.8	0.0	0.0	0.0	0.0	0.0	61.2	1100.9	682.2	600.4	533.4	1022.4	1184140.0	1163904.0	1163585.10693	247094.812217	249618.733366	496713.545582	223208.089872	227374.471472	450582.561344	59105.0	680957.545582	1025957.10693	1010239.10693	1006666.0	1600372.0	0.813428	1.099353	28.0	15.0	43.0	1455740.30688
sub-020_T1w	3580.8	214.5	16465.9	53321.0	7433.0	3258.8	5371.9	1992.3	743.0	1368.5	19104.0	3784.4	1680.8	794.8	441.6	3745.0	5.6	250.5	2696.9	105.8	15046.6	49495.9	7163.2	3344.6	5637.4	1919.7	4020.3	1700.1	555.5	3534.3	3.1	192.1	0.0	740.2	0.0	0.0	0.0	0.0	0.0	94.8	918.4	610.1	905.9	864.7	812.4	1051282.0	1042296.0	1041571.47027	221563.312806	221448.881979	443012.194785	202662.390613	203322.884869	405985.275483	56901.0	604959.194785	916422.470268	910202.470268	906520.0	1371587.0	0.83317	1.08702	25.0	20.0	45.0	1261785.79376
sub-021_T1w	4348.2	182.1	13166.4	50914.5	8705.5	3843.1	4282.2	1472.1	716.2	1695.1	19449.7	4156.0	2089.7	906.0	642.8	3650.7	3.7	370.5	4558.8	88.5	13323.7	53498.4	7371.5	3860.4	5321.7	1940.8	4540.2	2038.5	672.4	3657.5	27.0	336.2	0.0	918.2	0.0	0.0	0.0	0.0	0.0	136.1	1161.5	580.3	762.7	818.3	1238.9	1252463.0	1240049.0	1239569.80954	279678.720913	275281.107873	554959.828787	248722.031962	245355.948794	494077.980755	59539.0	720238.828787	1120428.80954	1111222.80954	1108929.0	1692974.0	0.78411	1.059894	30.0	18.0	48.0	1597304.32694
sub-022_T1w	5412.0	176.1	15953.0	61034.3	7518.6	3574.4	4626.2	1929.9	606.0	1862.8	20138.5	4080.7	1942.7	769.2	402.0	3871.8	12.1	323.5	3717.9	255.7	15460.7	61980.8	7492.4	3383.6	4606.6	1790.5	4538.0	1765.4	631.1	3583.3	2.5	317.2	0.0	927.8	0.0	0.0	0.0	0.0	0.0	125.6	741.2	403.0	730.1	583.1	813.0	1114486.0	1102014.0	1101770.79249	241493.477785	239868.475408	481361.953194	206185.495195	202919.344103	409104.839299	56817.0	662593.953194	959489.792492	950078.792492	947404.0	1456549.0	0.855162	1.117632	21.0	22.0	43.0	1303246.16366
sub-023_T1w	6741.6	232.4	18500.7	73619.0	7493.2	3246.5	4916.9	1695.5	1177.0	3000.9	24166.4	4897.4	1788.8	1012.9	449.9	4081.2	19.6	390.5	6110.3	281.9	17348.6	73843.2	7087.7	3445.7	4893.3	1780.0	5048.7	1904.8	593.4	3852.8	17.3	344.5	0.0	758.2	0.0	0.0	0.0	0.0	0.0	165.5	1076.7	568.5	772.6	732.2	1003.4	1264918.0	1246391.0	1245993.87603	261503.27089	258325.052736	519828.323627	242410.984296	241660.568109	484071.552405	58290.0	727581.323627	1079214.87603	1065789.87603	1062419.0	1720661.0	0.822635	1.119025	14.0	17.0	31.0	1537642.56487
sub-024_T1w	11374.3	431.7	21320.1	58636.4	9339.5	3959.2	4680.0	1842.6	959.2	1660.2	24206.4	4518.8	1622.9	1539.7	569.3	4324.1	15.1	497.7	10914.1	167.9	18012.3	62217.4	8544.4	4019.7	4760.5	1939.8	4560.6	1776.9	598.2	4130.1	32.9	548.0	0.0	715.4	0.0	0.0	0.0	0.0	0.0	170.9	1050.7	691.4	630.0	563.0	1153.3	1282876.0	1255451.0	1254858.65149	273546.962596	275405.164144	548952.12674	239949.089111	242455.435639	482404.52475	62806.0	734374.12674	1120248.65149	1096929.65149	1094599.0	1761893.0	0.771265	1.05925	20.0	22.0	42.0	1663340.46462
sub-025_T1w	3754.6	496.3	12887.8	44988.4	5573.8	3305.8	4700.1	1919.1	910.9	1345.1	17380.2	3726.9	1450.9	633.1	390.2	3605.6	36.3	245.7	2752.6	492.3	12042.5	46260.5	6202.9	3317.0	4813.2	1655.0	3963.6	1460.3	483.5	3571.4	9.1	195.7	0.0	591.1	0.0	0.0	0.0	0.0	0.0	212.7	1082.3	662.7	957.9	974.4	778.7	995456.0	985481.0	985043.679815	205790.532088	206129.856079	411920.388167	201585.471652	203755.819996	405341.291648	51115.0	555693.388167	878132.679815	870927.679815	868692.0	1372794.0	0.782398	1.078975	14.0	10.0	24.0	1272313.41432
sub-026_T1w	11058.3	574.3	13285.1	59484.8	6492.6	3937.1	5244.4	1988.1	989.0	2713.1	19228.9	3948.7	1528.2	850.0	509.1	4031.4	26.7	519.2	7763.4	402.6	12599.2	60467.4	6738.7	3964.9	5301.1	1718.2	4215.3	1951.0	458.3	3961.3	16.9	461.5	0.0	603.8	0.0	0.0	0.0	0.0	0.0	168.4	1136.8	578.1	480.2	494.8	1051.0	1137487.0	1112801.0	1112093.48467	242927.874666	242164.101855	485091.976521	211976.293919	211815.21423	423791.508149	57024.0	663323.976521	990230.48467	969965.48467	966504.0	1492950.0	0.800547	1.050716	19.0	15.0	34.0	1420887.66444
sub-027_T1w	5008.7	269.4	14212.0	49611.0	6252.4	3024.4	3723.7	1817.9	925.5	1479.2	18985.0	4128.6	1638.7	778.9	408.8	3562.3	36.6	298.8	5188.3	753.3	13036.0	50089.8	6392.9	3187.9	3792.8	1604.9	4196.1	1584.4	557.1	3525.2	3.9	312.0	0.0	650.2	0.0	0.0	0.0	0.0	0.0	142.2	910.4	496.6	440.8	472.6	931.8	1038363.0	1024278.0	1023853.08342	220407.052748	219948.115694	440355.168442	203886.411831	200919.503145	404805.914976	50997.0	592651.168442	910189.083418	899148.083418	896475.0	1430399.0	0.764867	1.053644	7.0	12.0	19.0	1357572.87978
sub-028_T1w	9220.3	329.3	14438.1	58303.0	7631.2	3145.0	5636.6	2065.6	958.8	2810.1	22123.2	5224.6	2094.5	875.3	533.6	4327.4	13.2	442.7	7719.2	263.1	14454.1	61622.2	7605.4	3162.1	5545.5	1887.2	5348.7	2172.0	649.0	4153.2	17.7	364.8	0.0	997.7	0.0	0.0	0.0	0.0	0.0	109.9	848.1	530.1	606.3	545.8	1086.1	1241565.0	1220275.0	1219713.39868	268441.656192	263379.475629	531821.131821	239317.885538	236920.381322	476238.26686	62642.0	715871.131821	1090900.39868	1073993.39868	1071158.0	1651140.0	0.797419	1.060477	47.0	20.0	67.0	1556979.30939
sub-029_T1w	4959.8	179.1	17122.4	61817.8	8589.4	3935.6	5946.6	2006.5	860.4	1947.4	23034.7	3977.3	1793.2	861.1	519.9	4313.5	15.9	219.6	6842.9	273.1	17649.5	62746.9	7317.9	4044.4	5961.4	2190.1	4083.4	1721.7	620.7	4123.0	24.4	312.9	0.0	741.5	0.0	0.0	0.0	0.0	0.0	166.3	928.1	498.6	551.2	469.9	853.5	1194765.0	1179072.0	1179006.50021	254200.275269	251909.831557	506110.106825	225788.269142	225296.124245	451084.393387	61845.0	694118.106825	1034664.50021	1022498.50021	1018990.0	1583448.0	0.83896	1.111892	18.0	21.0	39.0	1424102.08776
sub-030_T1w	11816.8	298.7	17665.2	60235.7	8418.7	4233.3	5428.1	2520.6	1136.7	1924.2	25201.9	4542.2	1879.6	1279.9	501.9	5071.0	24.8	563.1	12384.2	420.6	17704.0	62962.3	8440.5	4270.8	5564.3	2285.8	4262.3	1854.7	733.7	5146.0	4.1	430.2	7.9	679.9	0.0	0.0	0.0	0.0	0.0	216.9	1398.3	799.7	534.9	791.8	1272.8	1329481.0	1299968.0	1299423.03375	269013.448918	268212.979631	537226.428549	270140.833295	265781.771907	535922.605202	66980.0	729024.428549	1169417.03375	1144071.03375	1140503.0	1768553.0	0.775785	1.031994	11.0	13.0	24.0	1713723.85304
sub-031_T1w	6007.0	130.2	14091.7	60595.5	8658.9	3202.2	4733.2	1615.6	759.9	1366.8	19629.7	3985.3	1885.5	805.7	432.9	3809.0	46.0	345.7	8408.0	231.3	12998.1	62779.9	7588.9	3258.6	5441.1	1823.9	4171.5	1792.6	604.1	3704.0	9.7	414.0	0.0	542.9	0.0	0.0	0.0	0.0	0.0	97.1	980.4	558.2	447.0	456.5	1014.6	1121947.0	1104111.0	1103380.82469	244378.822846	242008.049891	486386.872738	205810.237071	202969.714876	408779.951948	57818.0	668809.872738	971872.824685	956872.824685	953648.0	1481218.0	0.81426	1.075003	22.0	33.0	55.0	1377872.88351
sub-032_T1w	3707.7	139.4	19451.5	71466.9	8148.2	3524.7	5652.5	2172.0	687.9	1078.0	24639.1	4217.6	1843.1	915.0	571.2	4329.0	42.9	238.3	2499.0	300.7	18224.3	72746.6	7775.9	3590.2	5603.8	2060.6	4209.9	1845.5	706.1	4294.7	12.8	256.7	0.0	1072.3	0.0	0.0	0.0	0.0	0.0	172.3	1102.3	590.4	850.8	944.5	937.0	1308426.0	1299686.0	1299558.26023	263041.024286	260330.807302	523371.831588	266499.301244	265113.127396	531612.428639	61932.0	731204.831588	1126867.26023	1120578.26023	1116929.0	1688851.0	0.819365	1.057596	14.0	5.0	19.0	1596877.1267
sub-033_T1w	8141.2	580.3	15190.5	60771.2	8032.3	3360.6	4942.0	1940.0	1165.6	2215.7	21447.6	4361.6	1776.4	1122.8	477.5	3999.1	21.0	584.7	9443.7	243.7	14970.4	60069.4	7123.6	3504.9	5014.9	1853.9	4344.5	1796.4	582.4	4037.6	28.6	783.5	0.0	761.9	0.0	0.0	0.0	0.0	0.0	116.2	985.3	614.2	498.5	509.1	1110.2	1151808.0	1128572.0	1128211.12173	233280.20226	232592.380727	465872.582987	226394.124314	226329.414433	452723.538747	58553.0	646587.582987	998858.121734	979979.121734	977415.0	1553216.0	0.800217	1.079095	11.0	10.0	21.0	1439369.25747
sub-034_T1w	5668.9	195.1	16399.2	64283.0	7957.8	3256.0	5509.1	2070.0	1019.2	1121.8	22089.5	4172.5	1755.0	1100.2	557.4	4589.5	10.8	323.1	6141.3	224.5	15738.9	66061.0	7479.7	3337.0	5609.3	1939.6	4144.7	1997.6	643.3	4555.3	7.3	324.0	0.0	792.0	0.0	0.0	0.0	0.0	0.0	118.1	963.0	609.3	646.9	591.3	879.2	1244507.0	1229162.0	1228831.09067	274505.954649	275117.221623	549623.176272	228335.6037	227088.310694	455423.914394	61194.0	742149.176272	1082381.09067	1070134.09067	1066451.0	1652641.0	0.815704	1.083213	30.0	23.0	53.0	1525684.87981
sub-035_T1w	4316.1	380.0	12823.7	52030.7	6591.4	3276.0	4916.5	1869.5	647.2	1343.2	18367.4	4109.7	1663.5	711.0	594.3	3751.9	20.5	334.1	6277.9	461.4	12722.3	51539.1	6656.0	3379.7	5091.5	1650.4	4052.1	1753.5	590.9	3594.7	23.9	392.1	0.0	920.9	0.0	0.0	0.0	0.0	0.0	179.1	955.9	574.9	572.0	631.5	884.8	1056809.0	1042844.0	1042466.12967	227064.00138	229415.071676	456479.073056	199522.435245	202375.621365	401898.056611	54956.0	616209.073056	927141.129667	915716.129667	913558.0	1393460.0	0.796599	1.050359	25.0	19.0	44.0	1326650.75383
sub-036_T1w	5350.2	800.7	18846.8	65238.7	9961.8	3677.7	5867.8	2472.0	973.4	1418.7	26848.7	5412.8	2099.2	1033.1	711.6	5611.1	31.4	210.7	3892.4	233.1	17449.0	69571.5	8904.3	3993.0	5897.6	2468.1	5165.5	2417.8	609.7	5259.2	10.8	302.3	0.0	1036.1	0.0	0.0	0.0	0.0	0.0	71.3	1054.4	789.8	872.9	816.2	1053.7	1543196.0	1529914.0	1529584.04876	320075.538062	314188.677898	634264.21596	326831.787204	324248.045594	651079.832798	71665.0	842701.21596	1372280.04876	1362241.04876	1357287.0	1934003.0	0.859408	1.077049	28.0	44.0	72.0	1795649.1415
sub-037_T1w	5207.6	250.0	16540.3	60630.1	8723.4	3730.8	4988.4	2166.2	608.4	1401.9	22982.9	4195.6	1625.8	580.4	548.0	4165.5	0.0	247.0	4359.0	166.9	15697.2	60149.3	7602.5	3637.7	5271.7	2104.9	4402.5	1771.2	552.2	4219.8	21.4	293.2	0.0	727.4	0.0	0.0	0.0	0.0	0.0	178.7	1234.4	786.3	629.2	802.9	964.1	1201955.0	1189779.0	1189350.65557	250438.005913	249289.060274	499727.066187	238333.249279	236745.340105	475078.589384	60840.0	683029.066187	1049247.65557	1039460.65557	1035907.0	1529309.0	0.845308	1.075529	20.0	17.0	37.0	1421913.56174
